2.811331450939178467e-01 9.247077256441116333e-02 9.151458740234375000e-01 7.699119448661804199e-01 4.298013448715209961e-01 5.163909196853637695e-01 4.467177763581275940e-02 6.961517333984375000e-01 6.636413335800170898e-01 2.722746729850769043e-01 1.761399805545806885e-01 7.742489576339721680e-01 7.790445685386657715e-01 5.482217669486999512e-01 3.185505867004394531e-01 9.541685581207275391e-01 9.643923044204711914e-01 3.941013813018798828e-01 5.817244648933410645e-01 9.120678156614303589e-02 4.273883402347564697e-01 9.044454097747802734e-01 3.419003784656524658e-01 4.460803791880607605e-02 8.722392916679382324e-01 8.142119646072387695e-01 9.942541122436523438e-01 6.910418272018432617e-01 9.146379232406616211e-01 2.584370076656341553e-01 9.628634452819824219e-01 1.348725110292434692e-01 3.721963167190551758e-01 7.185953855514526367e-01 7.841358184814453125e-01 9.087552428245544434e-01 5.919718146324157715e-01 7.496551871299743652e-01 8.602331876754760742e-01 5.065595507621765137e-01 5.231582522392272949e-01 5.655593276023864746e-01 4.182274937629699707e-01 2.200718075037002563e-01 5.736336708068847656e-01 1.855967566370964050e-03 2.095629572868347168e-01 2.175238914787769318e-02 2.558918483555316925e-02 7.043154537677764893e-02 9.314988553524017334e-02 6.672148108482360840e-01 8.240858316421508789e-01 6.237574815750122070e-01 6.141401529312133789e-01 1.972579769790172577e-02 7.452186942100524902e-01 4.408127367496490479e-01 5.158610939979553223e-01 9.538677930831909180e-01 9.668311476707458496e-02 4.418737068772315979e-02 5.532339215278625488e-01 4.012211039662361145e-02 6.059330105781555176e-01 5.301951766014099121e-01 4.462001323699951172e-01 6.674372553825378418e-01 7.610071897506713867e-01 8.236888051033020020e-01 8.042848110198974609e-01 6.431565880775451660e-01 7.451166510581970215e-01 8.298757076263427734e-01 8.031578660011291504e-01 9.751689434051513672e-01 3.158345818519592285e-01 3.614092767238616943e-01 2.848252840340137482e-02 6.227452158927917480e-01 3.036281168460845947e-01 3.491382598876953125e-01 5.699784755706787109e-01 9.293933510780334473e-01 8.827947974205017090e-01 1.947452872991561890e-01 3.368007391691207886e-02 3.979805856943130493e-02 9.950199127197265625e-01 9.033687710762023926e-01 6.316772699356079102e-01 3.882179856300354004e-01 2.825393080711364746e-01 5.743174552917480469e-01 6.164439320564270020e-01 7.188982963562011719e-01 5.562542080879211426e-01 9.658012390136718750e-01 8.126862645149230957e-01 2.127302139997482300e-01
1.783372014760971069e-01 1.755393743515014648e-01 5.862122178077697754e-01 3.336955308914184570e-01 9.698415398597717285e-01 6.544982194900512695e-01 9.754786491394042969e-01 4.265146553516387939e-01 3.776071965694427490e-01 9.438741803169250488e-01 8.780081272125244141e-01 8.172878026962280273e-01 4.038220643997192383e-01 4.033219516277313232e-01 3.028497099876403809e-01 9.913114458322525024e-02 6.709807366132736206e-02 9.811753630638122559e-01 6.121134161949157715e-01 3.787816464900970459e-01 2.752415835857391357e-01 6.009839009493589401e-03 1.592201739549636841e-01 6.141616702079772949e-01 6.429285407066345215e-01 3.607008606195449829e-02 5.316600799560546875e-01 2.012938410043716431e-01 6.696042418479919434e-01 3.742760419845581055e-02 4.090747833251953125e-01 9.166609048843383789e-01 8.273419141769409180e-01 6.210299953818321228e-02 8.775272369384765625e-01 3.824148178100585938e-01 2.627214491367340088e-01 8.805522322654724121e-01 4.466469883918762207e-01 1.962283104658126831e-01 5.238035321235656738e-02 9.642145633697509766e-01 3.231306672096252441e-01 3.255918994545936584e-02 3.678160011768341064e-01 8.574147708714008331e-03 2.335896342992782593e-01 3.365317881107330322e-01 3.662725687026977539e-01 5.981853008270263672e-01 3.122953325510025024e-02 2.773328125476837158e-01 6.632804274559020996e-01 3.522941172122955322e-01 9.328533411026000977e-01 5.181019306182861328e-01 2.597580850124359131e-01 2.027551457285881042e-02 5.955449491739273071e-02 7.693232297897338867e-01 7.047196030616760254e-01 3.545975387096405029e-01 8.192136883735656738e-01 8.696715235710144043e-01 3.526156842708587646e-01 6.867583394050598145e-01 7.498697042465209961e-01 5.168262720108032227e-01 7.653269767761230469e-01 7.998360991477966309e-01 9.186937808990478516e-01 1.164033487439155579e-01 9.911420345306396484e-01 5.909209251403808594e-01 3.122539520263671875e-01 5.339629575610160828e-02 7.939459085464477539e-01 5.616207122802734375e-01 7.738065719604492188e-01 9.623399376869201660e-02 7.538340091705322266e-01 5.002346038818359375e-01 9.155288338661193848e-02 8.590418100357055664e-01 8.420357108116149902e-01 9.760973602533340454e-02 4.941403865814208984e-01 3.601555228233337402e-01 2.930863499641418457e-01 4.718644022941589355e-01 8.091772906482219696e-03 1.680781878530979156e-02 2.868828475475311279e-01 2.224210090935230255e-02 7.245998382568359375e-01 8.909127712249755859e-01 3.246465027332305908e-01 2.443103194236755371e-01 8.094661682844161987e-02 2.515303716063499451e-02
5.828945040702819824e-01 2.551009953022003174e-01 7.345237135887145996e-01 3.663146495819091797e-01 2.622950673103332520e-01 9.383021593093872070e-01 7.458534240722656250e-01 2.077536657452583313e-02 2.740510702133178711e-01 9.314139485359191895e-01 7.653252482414245605e-01 9.785165786743164062e-01 5.939289927482604980e-01 5.606699585914611816e-01 8.049123287200927734e-01 9.733090400695800781e-01 4.106441140174865723e-01 7.327867746353149414e-01 2.957473695278167725e-01 6.802283525466918945e-01 9.931293129920959473e-01 9.536663293838500977e-01 7.282409071922302246e-01 2.891659140586853027e-01 7.918124198913574219e-01 5.747292041778564453e-01 5.866779685020446777e-01 4.846036136150360107e-01 5.198704004287719727e-01 1.359521597623825073e-01 5.739939808845520020e-01 2.125210314989089966e-01 5.089195966720581055e-01 7.788325548171997070e-01 2.339844256639480591e-01 2.463551796972751617e-02 8.429324030876159668e-01 9.246011823415756226e-02 3.724569976329803467e-01 8.205754756927490234e-01 1.523229181766510010e-01 4.282119870185852051e-01 2.494110763072967529e-01 4.652363806962966919e-02 3.348767161369323730e-01 1.274596452713012695e-01 9.998310208320617676e-01 1.236134544014930725e-01 4.413759112358093262e-01 9.920240193605422974e-02 8.813581466674804688e-01 5.406538248062133789e-01 8.908296227455139160e-01 2.062128633260726929e-01 3.146647214889526367e-01 5.054279565811157227e-01 8.185378909111022949e-01 5.168385505676269531e-01 7.903290390968322754e-01 1.013331860303878784e-01 1.750090532004833221e-02 7.579752802848815918e-01 9.871146678924560547e-01 1.950484812259674072e-01 4.826022386550903320e-01 2.167533040046691895e-01 5.821622610092163086e-01 7.655688524246215820e-01 3.470548391342163086e-01 3.156747817993164062e-01 1.462961733341217041e-01 1.447158902883529663e-01 7.910819649696350098e-01 8.604968786239624023e-01 4.491425752639770508e-01 6.522148847579956055e-01 3.048299849033355713e-01 4.006911814212799072e-01 1.869357675313949585e-01 3.440049588680267334e-01 7.642425298690795898e-01 2.216132432222366333e-01 1.124746575951576233e-01 7.050869464874267578e-01 8.293642401695251465e-01 3.614518344402313232e-01 6.699245572090148926e-01 9.751153588294982910e-01 1.943730711936950684e-01 2.107963711023330688e-01 9.906724691390991211e-01 8.043447136878967285e-01 4.949420690536499023e-01 7.510171532630920410e-01 1.568066924810409546e-01 5.709752812981605530e-02 2.695407569408416748e-01 4.140886962413787842e-01 7.922736406326293945e-01 3.606643974781036377e-01
5.074626803398132324e-01 2.056305557489395142e-01 6.333662867546081543e-01 9.892041683197021484e-01 9.528613835573196411e-02 5.039731860160827637e-01 6.466072797775268555e-01 6.535606980323791504e-01 2.717456519603729248e-01 5.486638545989990234e-01 9.167295098304748535e-01 6.286581158638000488e-01 3.899870216846466064e-01 9.158992767333984375e-01 3.327499330043792725e-01 4.331629574298858643e-01 2.475602030754089355e-01 1.013222858309745789e-01 2.850888967514038086e-01 8.092576265335083008e-02 1.953167319297790527e-01 9.886060357093811035e-01 9.958324432373046875e-01 7.206652164459228516e-01 2.690123319625854492e-01 3.654878586530685425e-02 4.775076210498809814e-01 1.708157658576965332e-01 7.114856243133544922e-01 3.306077420711517334e-01 1.793114989995956421e-01 6.266853809356689453e-01 5.703374147415161133e-01 9.635269045829772949e-01 3.195293247699737549e-02 3.646719157695770264e-01 6.003317832946777344e-01 9.757987260818481445e-01 8.061550557613372803e-02 2.895480096340179443e-01 9.377367496490478516e-01 7.017481327056884766e-01 6.750484704971313477e-01 2.362247556447982788e-01 2.049249596893787384e-02 5.539287924766540527e-01 1.421876996755599976e-01 6.140972375869750977e-01 3.851728737354278564e-01 3.362127840518951416e-01 7.019121646881103516e-01 3.281881809234619141e-01 8.547976016998291016e-01 9.071260690689086914e-01 2.035887911915779114e-02 5.536313652992248535e-01 9.679698944091796875e-01 4.124039411544799805e-01 2.800730764865875244e-01 3.942839205265045166e-01 5.323199033737182617e-01 6.174873188138008118e-02 9.244192838668823242e-01 4.159897267818450928e-01 6.771701574325561523e-01 2.336819283664226532e-02 5.693895220756530762e-01 2.531421184539794922e-01 6.043993234634399414e-01 9.336817264556884766e-01 5.032212734222412109e-01 1.102455258369445801e-01 7.817938923835754395e-02 9.547119736671447754e-01 9.006295204162597656e-01 8.643173426389694214e-02 8.854568600654602051e-01 4.062466025352478027e-01 2.385381013154983521e-01 6.119207143783569336e-01 6.952967047691345215e-01 9.736667871475219727e-01 7.473298311233520508e-01 2.447038143873214722e-02 8.162298798561096191e-01 6.274154782295227051e-01 8.205693960189819336e-01 2.396326065063476562e-01 2.959131598472595215e-01 3.230460584163665771e-01 4.126845002174377441e-01 5.148891806602478027e-01 2.753467857837677002e-01 9.614921361207962036e-02 7.141846418380737305e-01 5.810901522636413574e-01 6.198801398277282715e-01 2.955551445484161377e-01 5.206965804100036621e-01 2.315308526158332825e-02
8.102534413337707520e-01 7.105799913406372070e-01 8.905843496322631836e-01 5.648139119148254395e-01 8.251929283142089844e-02 7.432811260223388672e-01 5.358611345291137695e-01 9.709813594818115234e-01 7.300709933042526245e-02 3.321222662925720215e-01 7.704750895500183105e-01 9.524282813072204590e-02 7.487609237432479858e-02 4.275200515985488892e-02 3.702819645404815674e-01 8.509823083877563477e-01 4.489853680133819580e-01 3.988931775093078613e-01 3.923066854476928711e-01 2.478204853832721710e-02 1.167357414960861206e-01 5.947633385658264160e-01 9.401068091392517090e-01 9.711770415306091309e-01 7.095580101013183594e-01 5.374738574028015137e-02 6.494734287261962891e-01 4.080501496791839600e-01 3.077764511108398438e-01 6.078675389289855957e-01 7.343700528144836426e-01 9.124516844749450684e-01 4.445062875747680664e-01 2.244763523340225220e-01 2.619956135749816895e-01 9.880096316337585449e-01 1.081656217575073242e-01 8.441193699836730957e-01 3.498216569423675537e-01 1.279933601617813110e-01 6.365311145782470703e-01 9.275208711624145508e-01 2.266274243593215942e-01 1.071978360414505005e-01 4.842236936092376709e-01 7.246437668800354004e-01 1.638692170381546021e-01 9.763259291648864746e-01 7.672442197799682617e-01 9.061071872711181641e-01 8.219045996665954590e-01 8.479632735252380371e-01 8.638362884521484375e-01 6.791135072708129883e-01 3.901483714580535889e-01 3.888758271932601929e-02 6.547855138778686523e-01 7.022017836570739746e-01 7.631750106811523438e-01 5.873654484748840332e-01 9.625619649887084961e-01 6.949953436851501465e-01 9.014798998832702637e-01 9.558356404304504395e-01 2.406775206327438354e-01 9.674835801124572754e-01 3.716348409652709961e-01 5.947301387786865234e-01 9.267695546150207520e-01 1.696036309003829956e-01 3.918336033821105957e-01 7.068556547164916992e-02 4.159258902072906494e-01 2.274958640336990356e-01 7.316752076148986816e-01 4.020862281322479248e-01 4.680688083171844482e-01 3.707559704780578613e-01 7.998274564743041992e-01 3.873462602496147156e-02 5.060733556747436523e-01 3.599750101566314697e-01 1.381285637617111206e-01 1.379099339246749878e-01 5.167109966278076172e-01 5.661570429801940918e-01 7.239174842834472656e-01 1.958266645669937134e-01 9.989244341850280762e-01 1.008141636848449707e-01 9.342931509017944336e-01 1.105177924036979675e-01 2.508736848831176758e-01 7.926093786954879761e-02 1.099157184362411499e-01 5.833784937858581543e-01 8.981667757034301758e-01 5.450264811515808105e-01 4.858846366405487061e-01 3.024147152900695801e-01
6.241055727005004883e-01 7.107345461845397949e-01 5.939203500747680664e-01 5.983002185821533203e-01 1.019684001803398132e-01 9.824614971876144409e-02 2.073258459568023682e-01 2.478545904159545898e-01 4.731986224651336670e-01 2.036512196063995361e-01 8.674598336219787598e-01 1.412876844406127930e-01 7.719438076019287109e-01 7.819733619689941406e-01 1.266947686672210693e-01 9.451459646224975586e-01 5.767704844474792480e-01 1.994898468255996704e-01 3.348102867603302002e-01 5.459747910499572754e-01 3.842568397521972656e-01 9.678964614868164062e-01 9.102749228477478027e-01 9.076560288667678833e-02 6.302192211151123047e-01 7.050228714942932129e-01 4.649437367916107178e-01 6.380562782287597656e-01 6.552798748016357422e-01 3.918712437152862549e-01 8.464030623435974121e-01 3.631944358348846436e-01 6.937563419342041016e-01 7.100973278284072876e-03 1.050322409719228745e-02 2.444265335798263550e-01 6.062246561050415039e-01 2.487951815128326416e-01 3.947342038154602051e-01 1.164593324065208435e-01 3.510451614856719971e-01 2.439810037612915039e-01 9.510262608528137207e-01 2.093485184013843536e-02 7.030543684959411621e-02 8.355385065078735352e-01 4.259691536426544189e-01 9.470513463020324707e-01 2.616697847843170166e-01 7.364377975463867188e-01 6.735442876815795898e-01 3.719544708728790283e-01 2.224813252687454224e-01 5.455073118209838867e-01 4.925841987133026123e-01 1.326242536306381226e-01 7.254590988159179688e-01 5.561729669570922852e-01 7.521476745605468750e-01 3.754771053791046143e-01 5.468027591705322266e-01 9.859916567802429199e-01 8.492509722709655762e-01 9.500859677791595459e-02 5.361531376838684082e-01 3.937254250049591064e-01 9.201765060424804688e-02 6.069314479827880859e-01 8.889630436897277832e-01 3.565330430865287781e-02 4.957312941551208496e-01 7.986324429512023926e-01 8.651621341705322266e-01 5.935167074203491211e-01 5.847312808036804199e-01 5.386891365051269531e-01 1.267134547233581543e-01 4.973939359188079834e-01 6.310452520847320557e-02 7.224553823471069336e-01 4.397272169589996338e-01 6.711864471435546875e-01 2.597663104534149170e-01 9.746528863906860352e-01 1.945667564868927002e-01 5.598327517509460449e-01 4.234302043914794922e-01 2.588411867618560791e-01 3.553786873817443848e-01 6.558861732482910156e-01 2.268413901329040527e-01 7.141082882881164551e-01 1.065887697041034698e-02 5.098127126693725586e-01 4.602742493152618408e-01 7.899649143218994141e-01 6.799597144126892090e-01 2.970222234725952148e-01 6.997894644737243652e-01 2.149701863527297974e-01
1.766853481531143188e-01 6.089357733726501465e-01 8.652902841567993164e-01 4.963789582252502441e-01 9.856011867523193359e-01 7.845072746276855469e-01 9.508926868438720703e-01 9.999099373817443848e-01 4.904452860355377197e-01 5.636062026023864746e-01 9.441177248954772949e-01 6.665641665458679199e-01 4.956605136394500732e-01 6.862303614616394043e-01 6.771955490112304688e-01 3.133414983749389648e-01 2.995856106281280518e-01 5.630394816398620605e-01 4.610886573791503906e-01 1.598613895475864410e-02 6.251189857721328735e-02 9.268223643302917480e-01 8.960878849029541016e-02 2.589840590953826904e-01 6.517434716224670410e-01 9.936989545822143555e-01 6.048247218132019043e-01 2.012738585472106934e-01 4.872271120548248291e-01 1.657302528619766235e-01 1.465636491775512695e-01 4.983284175395965576e-01 1.631046384572982788e-01 1.780645549297332764e-01 9.164298176765441895e-01 6.114646792411804199e-01 2.464520037174224854e-01 3.340291976928710938e-02 8.761277198791503906e-01 2.005697786808013916e-01 7.955980896949768066e-01 1.852398663759231567e-01 5.727689266204833984e-01 6.845095753669738770e-01 8.749624490737915039e-01 2.135391384363174438e-01 8.221763968467712402e-01 2.094068974256515503e-01 8.899415135383605957e-01 3.598652184009552002e-01 5.367220044136047363e-01 3.206749260425567627e-01 7.916027903556823730e-01 1.723825335502624512e-01 9.264564514160156250e-01 5.488749146461486816e-01 2.956346794962882996e-02 8.729811906814575195e-01 6.836873888969421387e-01 1.703933030366897583e-01 8.541027903556823730e-01 3.764569163322448730e-01 9.432489871978759766e-01 5.714244842529296875e-01 3.036844730377197266e-01 5.536102652549743652e-01 8.436253666877746582e-02 9.839032888412475586e-01 6.914703249931335449e-01 8.188833594322204590e-01 1.313839852809906006e-01 7.608396410942077637e-01 2.073718011379241943e-01 7.360891103744506836e-01 5.116431713104248047e-01 1.260975152254104614e-01 9.703221917152404785e-01 2.671698927879333496e-01 1.300705373287200928e-01 8.375792503356933594e-01 7.626019120216369629e-01 5.041143298149108887e-01 2.905538380146026611e-01 6.581503748893737793e-01 1.683651655912399292e-01 9.936836361885070801e-01 6.232088804244995117e-01 6.673688888549804688e-01 2.525593042373657227e-01 9.382888674736022949e-01 4.725856482982635498e-01 2.774061262607574463e-01 4.738907217979431152e-01 9.558551311492919922e-01 6.804227083921432495e-02 5.580201148986816406e-01 9.505423903465270996e-01 4.281790927052497864e-02 7.831593155860900879e-01 9.828197956085205078e-01
4.149928390979766846e-01 9.930603206157684326e-02 6.013602614402770996e-01 7.266240715980529785e-01 4.839109480381011963e-01 9.336503744125366211e-01 5.966045856475830078e-01 1.483269333839416504e-01 6.107001900672912598e-01 5.848396420478820801e-01 5.124500989913940430e-01 4.864768981933593750e-01 4.652291834354400635e-01 5.488643050193786621e-01 9.923133999109268188e-02 1.654696315526962280e-01 7.955795526504516602e-01 9.185882806777954102e-01 6.284199357032775879e-01 3.003153204917907715e-01 5.277015566825866699e-01 4.736740887165069580e-01 1.494175940752029419e-01 6.560813188552856445e-01 4.473261237144470215e-01 3.300649225711822510e-01 1.197479143738746643e-01 5.645840167999267578e-01 3.853230923414230347e-02 2.494962662458419800e-01 9.373611211776733398e-01 2.718071937561035156e-01 6.979363560676574707e-01 8.310996294021606445e-01 4.998201504349708557e-03 4.953937530517578125e-01 5.873658061027526855e-01 5.771518945693969727e-01 3.365303874015808105e-01 3.386723101139068604e-01 9.450184106826782227e-01 7.086048722267150879e-01 5.928838849067687988e-01 5.719169378280639648e-01 6.970334649085998535e-01 1.270713284611701965e-02 2.727217972278594971e-01 6.648083925247192383e-01 4.936490952968597412e-01 4.688081741333007812e-01 6.731981635093688965e-01 8.984872102737426758e-01 7.586788535118103027e-01 3.811389803886413574e-01 1.189887821674346924e-01 7.065587043762207031e-01 5.151240825653076172e-01 5.221203565597534180e-01 3.435688614845275879e-01 2.355701178312301636e-01 6.989611387252807617e-01 4.286396801471710205e-01 6.640672683715820312e-01 4.148948192596435547e-01 4.127270281314849854e-01 5.434016585350036621e-01 4.463177621364593506e-01 6.290622353553771973e-01 2.446082085371017456e-01 3.739114701747894287e-01 7.634756565093994141e-01 5.663410425186157227e-01 1.218538731336593628e-01 7.162331938743591309e-01 6.627415418624877930e-01 4.270348250865936279e-01 8.798336982727050781e-01 6.935195922851562500e-01 2.351208776235580444e-01 2.933073975145816803e-02 7.528174519538879395e-01 3.912288546562194824e-01 8.909883499145507812e-01 1.704435199499130249e-01 5.706700086593627930e-01 9.828529953956604004e-01 9.766125679016113281e-01 8.273597955703735352e-01 1.716328226029872894e-02 5.505982041358947754e-01 2.840511500835418701e-01 6.728947758674621582e-01 8.359919190406799316e-01 9.549581408500671387e-01 1.323857903480529785e-01 1.808797381818294525e-02 6.592838764190673828e-01 1.203515157103538513e-01 9.939534068107604980e-01 5.747196078300476074e-02
8.299173116683959961e-01 9.171067737042903900e-03 1.685683280229568481e-01 5.563124418258666992e-01 9.745448827743530273e-01 8.991466164588928223e-01 4.735293388366699219e-01 3.269933760166168213e-01 7.463707327842712402e-01 5.161068439483642578e-01 7.158853858709335327e-02 8.127235770225524902e-01 1.172538772225379944e-01 9.087040424346923828e-01 6.659003347158432007e-02 6.243743300437927246e-01 2.190306633710861206e-01 6.095184683799743652e-01 6.719384193420410156e-01 9.215297698974609375e-01 8.436900377273559570e-01 5.659044981002807617e-01 7.327066063880920410e-01 8.636993169784545898e-01 2.932113111019134521e-01 5.907520055770874023e-01 3.631476163864135742e-01 3.252868652343750000e-01 1.925687491893768311e-01 2.169815301895141602e-01 7.346670627593994141e-01 4.482521414756774902e-01 1.680606007575988770e-01 1.431019604206085205e-02 2.256222963333129883e-01 8.811039328575134277e-01 4.148720800876617432e-01 5.808718800544738770e-01 1.215618178248405457e-01 8.690997958183288574e-01 2.091151177883148193e-01 8.066982775926589966e-02 8.994678854942321777e-01 9.160329103469848633e-01 9.918073564767837524e-02 7.626838684082031250e-01 1.191482990980148315e-01 3.785898089408874512e-01 7.543218731880187988e-01 7.886316776275634766e-01 8.216446042060852051e-01 5.460649132728576660e-01 9.958686232566833496e-01 9.787691831588745117e-01 8.337546586990356445e-01 2.021615803241729736e-01 7.746713161468505859e-01 4.433279633522033691e-01 3.140424191951751709e-01 1.762722134590148926e-01 4.344425201416015625e-01 4.493376314640045166e-01 4.722688794136047363e-01 4.672787785530090332e-01 9.040477871894836426e-01 7.639217972755432129e-01 3.559628725051879883e-01 4.506027400493621826e-01 5.885774493217468262e-01 3.536818176507949829e-02 3.655649423599243164e-01 7.941645383834838867e-01 6.340087056159973145e-01 3.429866433143615723e-01 4.413135349750518799e-01 2.652294039726257324e-01 7.539722323417663574e-01 6.795268505811691284e-03 8.196084946393966675e-02 8.101082444190979004e-01 4.007558524608612061e-01 7.137572765350341797e-01 8.401674628257751465e-01 8.407425880432128906e-01 2.526344358921051025e-01 2.337632328271865845e-01 5.702543258666992188e-01 9.560548067092895508e-01 4.580455422401428223e-01 8.168433308601379395e-01 9.086899161338806152e-01 7.027291655540466309e-01 1.078851297497749329e-01 5.326739549636840820e-01 6.431704759597778320e-01 6.660150289535522461e-01 4.420435726642608643e-01 5.494196414947509766e-01 1.090841591358184814e-01 8.270933032035827637e-01
7.727960944175720215e-01 3.011618554592132568e-01 1.839567273855209351e-01 1.842955499887466431e-01 5.947629809379577637e-01 3.641653433442115784e-02 8.412013053894042969e-01 1.521085351705551147e-01 6.925489902496337891e-01 5.613901615142822266e-01 2.035544961690902710e-01 6.801963448524475098e-01 4.066468477249145508e-01 2.953844964504241943e-01 6.820570230484008789e-01 5.213841795921325684e-01 1.711376160383224487e-01 5.460890531539916992e-01 5.151596665382385254e-01 4.038665592670440674e-01 8.872910141944885254e-01 3.698922321200370789e-02 7.735424488782882690e-02 2.079405263066291809e-02 9.860225915908813477e-01 9.858578443527221680e-01 9.515663981437683105e-01 6.949067115783691406e-01 7.063751220703125000e-01 9.122719764709472656e-01 3.474558293819427490e-01 3.649806678295135498e-01 5.980418622493743896e-02 5.708644166588783264e-03 1.571372598409652710e-01 4.943077266216278076e-01 5.419862866401672363e-01 3.365060389041900635e-01 2.164017409086227417e-01 2.215546071529388428e-01 9.068841338157653809e-01 7.275657653808593750e-01 3.931154683232307434e-02 6.391804218292236328e-01 3.215281069278717041e-01 9.414037466049194336e-01 1.234020739793777466e-01 9.491310715675354004e-01 5.155877470970153809e-01 6.518016457557678223e-01 9.679923653602600098e-01 4.553533494472503662e-01 7.462370991706848145e-01 1.229103654623031616e-01 3.975540772080421448e-02 4.262385666370391846e-01 8.078137636184692383e-01 1.097180042415857315e-02 5.552980303764343262e-01 7.488670349121093750e-01 4.037999510765075684e-01 9.757409989833831787e-02 2.096870243549346924e-01 8.491087555885314941e-01 9.336894154548645020e-01 5.028764009475708008e-01 8.760994076728820801e-01 5.964705944061279297e-01 9.080883860588073730e-01 2.508105039596557617e-01 7.239869832992553711e-01 5.059557035565376282e-02 9.076941013336181641e-01 7.612887024879455566e-01 4.635407924652099609e-01 7.690505385398864746e-01 5.075145363807678223e-01 3.995582833886146545e-02 5.099788308143615723e-01 3.291222453117370605e-01 3.351773694157600403e-02 6.824916601181030273e-01 5.834881067276000977e-01 1.941495537757873535e-01 7.903565168380737305e-01 6.509613990783691406e-01 1.643685251474380493e-01 3.439580798149108887e-01 4.816994816064834595e-02 3.022886514663696289e-01 4.319413304328918457e-01 8.488715291023254395e-01 5.234089493751525879e-01 4.712206870317459106e-02 9.875935316085815430e-01 1.796079128980636597e-01 2.882035374641418457e-01 5.303967595100402832e-01 5.805125236511230469e-01 3.217013180255889893e-01
